SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
2.0,24.2,542083.0,2.0,21.0,b'tcp',1540.0,b'-------',3.0,15172.0,16091.0,24780100.0,b'clien-2',b'Switch1',47.208288,47.208288,47.218411,0.0,328.26404,505526.0,1540.0,0.236321,0.001601,47.208288,47.240258,1.0,50.018467,b'Normal'
24.1,1.0,426993.0,23.0,21.0,b'ack',55.0,b'-------',2.0,12266.0,16091.0,885005.0,b'Router',b'Switch1',38.391466,38.391466,38.401469,0.0,328.297902,18056.4,55.0,0.00844,0.0,38.381462,38.411472,1.030016,50.043427,b'Normal'
24.12,12.0,516473.0,22.0,12.0,b'ack',55.0,b'-------',13.0,14526.0,16103.0,885665.0,b'Switch2',b'clien-12',45.264501,45.264501,45.274504,0.0,328.491596,18067.0,55.0,0.008446,0.0,45.244495,45.274504,1.030026,50.051067,b'Normal'
12.0,24.12,531169.0,22.0,23.0,b'tcp',1540.0,b'-------',13.0,14910.0,16103.0,24798600.0,b'Switch2',b'Router',46.38176,46.38176,46.391883,0.0,328.491489,505876.0,1540.0,0.236498,0.0,46.371637,46.402007,1.0,50.021057,b'Normal'
24.14,13.0,25843.0,23.0,22.0,b'tcp',64.0,b'-------',0.0,-1.0,210.0,13440.0,b'router',b'switch2',25.092433,25.092433,25.102438,0.0,23.255775,1488.369621,64.0,0.000128,0.030015,25.082428,25.112443,0.082428,9.112443,b'Normal'
14.0,24.14,224260.0,23.0,24.0,b'tcp',1540.0,b'-------',15.0,6992.0,16103.0,24798600.0,b'Router',b'server1',22.346926,22.346926,22.35705,0.0,328.431807,505785.0,1540.0,0.236498,0.0,22.32668,22.35705,1.0,50.029965,b'Normal'
12.0,24.12,239600.0,22.0,23.0,b'tcp',1540.0,b'-------',13.0,7477.0,16103.0,24798600.0,b'Switch2',b'Router',23.780853,23.780853,23.790976,0.0,328.491489,505876.0,1540.0,0.236498,0.0,23.77073,23.801099,1.0,50.021057,b'Normal'
3.0,24.3,207147.0,23.0,24.0,b'tcp',1540.0,b'-------',4.0,6467.0,16091.0,24780100.0,b'Router',b'server1',20.738051,20.738051,20.748174,0.0,328.240918,505490.0,1540.0,0.236321,0.0,20.717804,20.748174,1.0,50.02192,b'Normal'
3.1,24.23,285415.0,21.0,23.0,b'cbr',1000.0,b'-------',24.0,315.0,6250.0,6250000.0,b'Switch1',b'Router',27.53008,27.530432,27.540512,0.000352,124.943226,124943.0,1000.0,0.059605,0.000795,27.52,27.551035,25.0,75.02272,b'Normal'
24.0,0.0,362177.0,23.0,21.0,b'ack',55.0,b'-------',1.0,10641.0,16091.0,885005.0,b'Router',b'Switch1',33.418289,33.418289,33.428292,0.0,328.316229,18057.4,55.0,0.00844,0.0,33.408286,33.438295,1.03001,50.040685,b'Normal'
24.0,0.0,379623.0,23.0,21.0,b'ack',55.0,b'-------',1.0,11081.0,16091.0,885005.0,b'Router',b'Switch1',34.756446,34.756446,34.766449,0.0,328.316229,18057.4,55.0,0.00844,0.0,34.746442,34.776452,1.03001,50.040685,b'Normal'
9.1,24.29,377390.0,23.0,24.0,b'cbr',1000.0,b'-------',30.0,1197.0,6250.0,6250000.0,b'Router',b'server1',34.596891,34.597734,34.607814,0.000843,124.940828,124941.0,1000.0,0.059605,0.001574,34.576,34.607814,25.0,75.02368,b'Normal'
24.12,12.0,354275.0,23.0,22.0,b'ack',55.0,b'-------',13.0,10437.0,16103.0,885665.0,b'Router',b'Switch2',32.811275,32.811275,32.821278,0.0,328.491596,18067.0,55.0,0.008446,0.0,32.801272,32.831282,1.030026,50.051067,b'Normal'
24.2,2.0,304320.0,23.0,21.0,b'ack',55.0,b'-------',3.0,9182.0,16091.0,885005.0,b'Router',b'Switch1',28.980528,28.980528,28.990531,0.0,328.26412,18054.5,55.0,0.00844,0.0,28.970525,29.000534,1.030022,50.048477,b'Normal'
13.0,24.13,139726.0,23.0,24.0,b'tcp',1540.0,b'-------',14.0,4370.0,16103.0,24798600.0,b'Router',b'server1',14.392275,14.392313,14.402436,3.8e-05,328.460131,505828.0,1540.0,0.236498,3.8e-05,14.372029,14.402436,1.0,50.025737,b'Normal'
24.7,7.0,549092.0,23.0,21.0,b'ack',55.0,b'-------',8.0,15338.0,16090.0,884950.0,b'Router',b'Switch1',47.755095,47.755095,47.765098,0.0,328.167767,18049.2,55.0,0.00844,0.0,47.745091,47.775101,1.030051,50.059851,b'Normal'
15.0,24.15,293190.0,22.0,23.0,b'tcp',1540.0,b'-------',16.0,8903.0,16092.0,24781700.0,b'Switch2',b'Router',28.126101,28.126101,28.136224,0.0,328.205808,505437.0,1540.0,0.236337,0.001445,28.115978,28.147792,1.0,50.030211,b'Normal'
16.2,24.58,13689.0,22.0,23.0,b'cbr',1500.0,b'-------',37.0,526.0,9108.0,13662000.0,b'switch2',b'router',13.737457,13.740217,13.750337,0.00276,1016.430848,1524650.0,1500.0,0.130291,0.036877,13.726857,13.763734,1.0,9.960767,b'UDP-Flood'
24.0,0.0,386497.0,21.0,0.0,b'ack',55.0,b'-------',1.0,11245.0,16091.0,885005.0,b'Switch1',b'clien-0',35.293285,35.293285,35.303288,0.0,328.316229,18057.4,55.0,0.00844,0.0,35.273279,35.303288,1.03001,50.040685,b'Normal'
6.0,24.6,271130.0,23.0,24.0,b'tcp',1540.0,b'-------',7.0,8346.0,16091.0,24780100.0,b'Router',b'server1',26.444045,26.444045,26.454168,0.0,328.192835,505416.0,1540.0,0.236321,0.0,26.423798,26.454168,1.0,50.029102,b'Normal'
24.7,7.0,306143.0,21.0,7.0,b'ack',55.0,b'-------',8.0,9218.0,16090.0,884950.0,b'Switch1',b'clien-7',29.13037,29.13037,29.140373,0.0,328.167767,18049.2,55.0,0.00844,0.0,29.110363,29.140373,1.030051,50.059851,b'Normal'
24.1,1.0,454305.0,23.0,21.0,b'ack',55.0,b'-------',2.0,12951.0,16091.0,885005.0,b'Router',b'Switch1',40.484852,40.484852,40.494855,0.0,328.297902,18056.4,55.0,0.00844,0.0,40.474849,40.504858,1.030016,50.043427,b'Normal'
17.1,24.37,264999.0,17.0,22.0,b'cbr',1000.0,b'-------',38.0,119.0,6250.0,6250000.0,b'clien-17',b'Switch2',25.952,25.952,25.96208,0.0,124.941427,124941.0,1000.0,0.059605,0.001214,25.952,25.983454,25.0,75.02344,b'Normal'
24.1,10.0,261695.0,22.0,10.0,b'ack',55.0,b'-------',11.0,8106.0,16103.0,885665.0,b'Switch2',b'clien-10',25.718222,25.718222,25.728226,0.0,328.561918,18070.9,55.0,0.008446,0.0,25.698216,25.728226,1.030013,50.040562,b'Normal'
6.2,24.48,33839.0,23.0,24.0,b'cbr',692.0,b'-------',27.0,1363.0,9588.0,6634900.0,b'router',b'server1',32.543753,32.543817,32.553873,6.4e-05,1066.08599,737732.0,692.0,0.063275,0.031016,32.522857,32.553873,1.0,9.993646,b'UDP-Flood'
3.1,24.23,270816.0,21.0,23.0,b'cbr',1000.0,b'-------',24.0,175.0,6250.0,6250000.0,b'Switch1',b'Router',26.41008,26.410394,26.420474,0.000314,124.943226,124943.0,1000.0,0.059605,0.000677,26.4,26.430917,25.0,75.02272,b'Normal'
2.0,24.2,48538.0,2.0,21.0,b'tcp',1540.0,b'-------',3.0,1516.0,16091.0,24780100.0,b'clien-2',b'Switch1',5.777235,5.777235,5.787358,0.0,328.26404,505526.0,1540.0,0.236321,0.0,5.777235,5.807605,1.0,50.018467,b'Normal'
24.0,0.0,136838.0,23.0,21.0,b'ack',55.0,b'-------',1.0,4265.0,16091.0,885005.0,b'Router',b'Switch1',14.111122,14.111122,14.121125,0.0,328.316229,18057.4,55.0,0.00844,0.0,14.101118,14.131128,1.03001,50.040685,b'Normal'
6.0,24.6,326682.0,23.0,24.0,b'tcp',1540.0,b'-------',7.0,9744.0,16091.0,24780100.0,b'Router',b'server1',30.704234,30.704234,30.714357,0.0,328.192835,505416.0,1540.0,0.236321,0.0,30.683988,30.714357,1.0,50.029102,b'Normal'
13.2,24.55,6417.0,23.0,24.0,b'cbr',1500.0,b'-------',34.0,246.0,9108.0,13662000.0,b'router',b'server1',7.018074,7.018314,7.028434,0.00024,1016.443439,1524670.0,1500.0,0.130291,0.03072,6.997714,7.028434,1.0,9.960656,b'UDP-Flood'
24.4,4.0,278610.0,24.0,23.0,b'ack',55.0,b'-------',5.0,8524.0,16091.0,885005.0,b'server1',b'Router',26.996267,26.996267,27.00627,0.0,328.218006,18052.0,55.0,0.00844,0.0,26.996267,27.026277,1.030035,50.055377,b'Normal'
0.0,24.0,224740.0,23.0,24.0,b'tcp',1540.0,b'-------',1.0,7017.0,16091.0,24780100.0,b'Router',b'server1',22.395848,22.395848,22.405971,0.0,328.316229,505606.0,1540.0,0.236321,0.0,22.375602,22.405971,1.0,50.010675,b'Normal'
10.1,24.3,581107.0,23.0,24.0,b'cbr',1000.0,b'-------',31.0,3246.0,6250.0,6250000.0,b'Router',b'server1',50.98816,50.98824,50.99832,8e-05,124.944225,124944.0,1000.0,0.059605,8e-05,50.968,50.99832,25.0,75.02232,b'Normal'
24.7,7.0,419238.0,23.0,21.0,b'ack',55.0,b'-------',8.0,12065.0,16090.0,884950.0,b'Router',b'Switch1',37.795729,37.795729,37.805732,0.0,328.167767,18049.2,55.0,0.00844,0.0,37.785725,37.815735,1.030051,50.059851,b'Normal'
16.1,24.36,587988.0,23.0,24.0,b'cbr',1000.0,b'-------',37.0,3588.0,6250.0,6250000.0,b'Router',b'server1',53.72464,53.7252,53.73528,0.00056,124.941827,124942.0,1000.0,0.059605,0.00104,53.704,53.73528,25.0,75.02328,b'Normal'
11.0,24.11,231829.0,23.0,24.0,b'tcp',1540.0,b'-------',12.0,7232.0,16103.0,24798600.0,b'Router',b'server1',23.06199,23.06199,23.072114,0.0,328.522879,505925.0,1540.0,0.236498,0.0,23.041744,23.072114,1.0,50.016373,b'Normal'
14.0,24.14,175634.0,23.0,24.0,b'tcp',1540.0,b'-------',15.0,5486.0,16103.0,24798600.0,b'Router',b'server1',17.774657,17.774657,17.78478,0.0,328.431807,505785.0,1540.0,0.236498,0.0,17.754411,17.78478,1.0,50.029965,b'Normal'
0.1,24.2,625521.0,21.0,23.0,b'cbr',1000.0,b'-------',21.0,5453.0,6250.0,6250000.0,b'Switch1',b'Router',68.63408,68.63408,68.64416,0.0,124.944425,124944.0,1000.0,0.059605,0.0,68.624,68.65424,25.0,75.02224,b'Normal'
9.0,24.9,83952.0,21.0,23.0,b'tcp',1540.0,b'-------',10.0,2622.0,16085.0,24770900.0,b'Switch1',b'Router',9.128912,9.128912,9.139035,0.0,328.063862,505218.0,1540.0,0.236234,0.0,9.118789,9.149158,1.0,50.030088,b'Normal'
24.4,4.0,236774.0,21.0,4.0,b'ack',55.0,b'-------',5.0,7375.0,16091.0,885005.0,b'Switch1',b'clien-4',23.524877,23.524877,23.53488,0.0,328.218006,18052.0,55.0,0.00844,0.0,23.50487,23.53488,1.030035,50.055377,b'Normal'
11.0,24.11,99118.0,22.0,23.0,b'tcp',1540.0,b'-------',12.0,3102.0,16103.0,24798600.0,b'Switch2',b'Router',10.55596,10.55596,10.566083,0.0,328.522879,505925.0,1540.0,0.236498,0.0,10.545837,10.576206,1.0,50.016373,b'Normal'
4.0,24.4,328644.0,23.0,24.0,b'tcp',1540.0,b'-------',5.0,9797.0,16091.0,24780100.0,b'Router',b'server1',30.854671,30.854671,30.864794,0.0,328.217832,505455.0,1540.0,0.236321,0.0,30.834425,30.864794,1.0,50.025368,b'Normal'
2.0,24.2,528576.0,21.0,23.0,b'tcp',1540.0,b'-------',3.0,14834.0,16091.0,24780100.0,b'Switch1',b'Router',46.182274,46.182274,46.192397,0.0,328.26404,505526.0,1540.0,0.236321,0.000123,46.172151,46.202643,1.0,50.018467,b'Normal'
4.2,24.46,1771.0,23.0,24.0,b'cbr',1500.0,b'-------',25.0,76.0,10050.0,15075000.0,b'router',b'server1',2.678931,2.678931,2.689051,0.0,1118.27935,1677420.0,1500.0,0.143766,0.03048,2.658571,2.689051,1.0,9.987021,b'UDP-Flood'
24.2,2.0,398481.0,21.0,2.0,b'ack',55.0,b'-------',3.0,11545.0,16091.0,885005.0,b'Switch1',b'clien-2',36.213483,36.213483,36.223486,0.0,328.26412,18054.5,55.0,0.00844,0.0,36.193477,36.223486,1.030022,50.048477,b'UDP-Flood'
10.0,24.1,256951.0,23.0,24.0,b'tcp',1540.0,b'-------',11.0,7994.0,16103.0,24798600.0,b'Router',b'server1',25.355311,25.355311,25.365434,0.0,328.561898,505985.0,1540.0,0.236498,0.0,25.335064,25.365434,1.0,50.010552,b'Normal'
24.9,9.0,485649.0,24.0,23.0,b'ack',55.0,b'-------',10.0,13733.0,16085.0,884675.0,b'server1',b'Router',42.880053,42.880053,42.890056,0.0,328.064183,18043.5,55.0,0.008437,0.0,42.880053,42.910063,1.030058,50.060098,b'Normal'
15.1,24.35,311611.0,15.0,22.0,b'cbr',1000.0,b'-------',36.0,566.0,6250.0,6250000.0,b'clien-15',b'Switch2',29.528,29.528,29.53808,0.0,124.942227,124942.0,1000.0,0.059605,0.000869,29.528,29.559109,25.0,75.02312,b'Normal'
6.1,24.26,308459.0,23.0,24.0,b'cbr',1000.0,b'-------',27.0,536.0,6250.0,6250000.0,b'Router',b'server1',29.308704,29.309307,29.319387,0.000603,124.942027,124942.0,1000.0,0.059605,0.001147,29.288,29.319387,25.0,75.0232,b'Normal'
0.1,24.2,296559.0,21.0,23.0,b'cbr',1000.0,b'-------',21.0,422.0,6250.0,6250000.0,b'Switch1',b'Router',28.38608,28.38609,28.39617,1e-05,124.944425,124944.0,1000.0,0.059605,0.000133,28.376,28.406373,25.0,75.02224,b'Normal'
24.1,1.0,271720.0,23.0,21.0,b'ack',55.0,b'-------',2.0,8360.0,16091.0,885005.0,b'Router',b'Switch1',26.479442,26.479442,26.489445,0.0,328.297902,18056.4,55.0,0.00844,0.0,26.469438,26.499448,1.030016,50.043427,b'Normal'
3.0,24.3,154983.0,23.0,24.0,b'tcp',1540.0,b'-------',4.0,4841.0,16091.0,24780100.0,b'Router',b'server1',15.824987,15.824987,15.83511,0.0,328.240918,505490.0,1540.0,0.236321,0.0,15.804741,15.83511,1.0,50.02192,b'Normal'
24.9,9.0,61837.0,23.0,21.0,b'ack',55.0,b'-------',10.0,1913.0,16085.0,884675.0,b'Router',b'Switch1',7.043795,7.043795,7.053798,0.0,328.064183,18043.5,55.0,0.008437,0.0,7.033792,7.063802,1.030058,50.060098,b'Normal'
24.12,12.0,167414.0,24.0,23.0,b'ack',55.0,b'-------',13.0,5211.0,16103.0,885665.0,b'server1',b'Router',16.976771,16.976771,16.986774,0.0,328.491596,18067.0,55.0,0.008446,0.0,16.976771,17.006781,1.030026,50.051067,b'Normal'
24.9,9.0,253263.0,24.0,23.0,b'ack',55.0,b'-------',10.0,7890.0,16085.0,884675.0,b'server1',b'Router',25.044784,25.044784,25.054787,0.0,328.064183,18043.5,55.0,0.008437,0.0,25.044784,25.074794,1.030058,50.060098,b'Normal'
24.4,4.0,323879.0,21.0,4.0,b'ack',55.0,b'-------',5.0,9667.0,16091.0,885005.0,b'Switch1',b'clien-4',30.490261,30.490261,30.500265,0.0,328.218006,18052.0,55.0,0.00844,0.0,30.470255,30.500265,1.030035,50.055377,b'Normal'
2.2,24.44,12956.0,21.0,23.0,b'cbr',1192.0,b'-------',23.0,474.0,8655.0,10316800.0,b'switch1',b'router',13.082861,13.083366,13.093461,0.000505,962.684973,1147520.0,1192.0,0.098389,0.071154,13.072286,13.14344,1.0,9.99048,b'UDP-Flood'
6.1,24.26,447269.0,21.0,23.0,b'cbr',1000.0,b'-------',27.0,1867.0,6250.0,6250000.0,b'Switch1',b'Router',39.94608,39.946582,39.956662,0.000502,124.942027,124942.0,1000.0,0.059605,0.001106,39.936,39.967346,25.0,75.0232,b'Normal'
9.1,24.29,456967.0,21.0,23.0,b'cbr',1000.0,b'-------',30.0,1960.0,6250.0,6250000.0,b'Switch1',b'Router',40.69008,40.6908,40.70088,0.00072,124.940828,124941.0,1000.0,0.059605,0.001496,40.68,40.711736,25.0,75.02368,b'Normal'
9.0,24.9,156378.0,23.0,24.0,b'tcp',1540.0,b'-------',10.0,4871.0,16085.0,24770900.0,b'Router',b'server1',15.959794,15.959794,15.969917,0.0,328.063862,505218.0,1540.0,0.236234,0.0,15.939547,15.969917,1.0,50.030088,b'Normal'
5.1,24.25,610431.0,23.0,24.0,b'cbr',1000.0,b'-------',26.0,4703.0,6250.0,6250000.0,b'Router',b'server1',62.64456,62.64496,62.65504,0.0004,124.942427,124942.0,1000.0,0.059605,0.0008,62.624,62.65504,25.0,75.02304,b'Normal'
8.2,24.5,31865.0,23.0,24.0,b'cbr',1500.0,b'-------',29.0,1220.0,9108.0,13662000.0,b'router',b'server1',30.7178,30.71936,30.72948,0.00156,1016.516723,1524780.0,1500.0,0.130291,0.03348,30.696,30.72948,1.0,9.96001,b'UDP-Flood'
24.3,3.0,510436.0,21.0,3.0,b'ack',55.0,b'-------',4.0,14367.0,16091.0,885005.0,b'Switch1',b'clien-3',44.801203,44.801203,44.811206,0.0,328.241051,18053.3,55.0,0.00844,0.0,44.781197,44.811206,1.030029,50.051929,b'Normal'
14.0,24.14,29987.0,23.0,24.0,b'tcp',1540.0,b'-------',15.0,935.0,16103.0,24798600.0,b'Router',b'server1',4.052275,4.052275,4.062398,0.0,328.431807,505785.0,1540.0,0.236498,0.0,4.032029,4.062398,1.0,50.029965,b'Normal'
24.11,11.0,7755.0,24.0,23.0,b'ack',55.0,b'-------',12.0,236.0,16103.0,885665.0,b'server1',b'Router',1.940133,1.940133,1.950136,0.0,328.522947,18068.8,55.0,0.008446,0.0,1.940133,1.970142,1.030019,50.046382,b'Normal'
24.2,2.0,137916.0,21.0,2.0,b'ack',55.0,b'-------',3.0,4292.0,16091.0,885005.0,b'Switch1',b'clien-2',14.219334,14.219334,14.229338,0.0,328.26412,18054.5,55.0,0.00844,0.0,14.199328,14.229338,1.030022,50.048477,b'Normal'
9.0,24.9,82015.0,21.0,23.0,b'tcp',1540.0,b'-------',10.0,2553.0,16085.0,24770900.0,b'Switch1',b'Router',8.945926,8.945926,8.95605,0.0,328.063862,505218.0,1540.0,0.236234,0.0,8.935803,8.966173,1.0,50.030088,b'Normal'
13.1,24.33,289490.0,13.0,22.0,b'cbr',1000.0,b'-------',34.0,354.0,6250.0,6250000.0,b'clien-13',b'Switch2',27.832,27.832,27.84208,0.0,124.943026,124943.0,1000.0,0.059605,0.000629,27.832,27.862869,25.0,75.0228,b'Normal'
11.0,24.11,56794.0,22.0,23.0,b'tcp',1540.0,b'-------',12.0,1771.0,16103.0,24798600.0,b'Switch2',b'Router',6.567738,6.567738,6.577862,0.0,328.522879,505925.0,1540.0,0.236498,0.0,6.557615,6.587985,1.0,50.016373,b'Normal'
12.0,24.12,135829.0,22.0,23.0,b'tcp',1540.0,b'-------',13.0,4243.0,16103.0,24798600.0,b'Switch2',b'Router',14.015195,14.015195,14.025318,0.0,328.491489,505876.0,1540.0,0.236498,0.0,14.005072,14.035442,1.0,50.021057,b'Normal'
8.0,24.8,445554.0,23.0,24.0,b'tcp',1540.0,b'-------',9.0,12740.0,16088.0,24775500.0,b'Router',b'server1',39.823602,39.823986,39.834109,0.000384,328.11323,505294.0,1540.0,0.236278,0.000384,39.803355,39.834109,1.0,50.031854,b'Normal'
4.0,24.4,265904.0,4.0,21.0,b'tcp',1540.0,b'-------',5.0,8217.0,16091.0,24780100.0,b'clien-4',b'Switch1',26.022978,26.022978,26.033101,0.0,328.217832,505455.0,1540.0,0.236321,0.0,26.022978,26.053347,1.0,50.025368,b'Normal'
25.0,20.0,59429.0,21.0,20.0,b'tcp',576.0,b'-------',0.0,149009.0,7110.0,4092144.0,b'switch1',b'clienthttp',56.551243,56.551243,56.590459,0.0,95.145988,54761.052361,575.547679,0.039026,0.113037,56.477422,56.590459,1.27255,75.999821,b'Normal'
24.11,11.0,440527.0,22.0,11.0,b'ack',55.0,b'-------',12.0,12613.0,16103.0,885665.0,b'Switch2',b'clien-11',39.437747,39.437747,39.447751,0.0,328.522947,18068.8,55.0,0.008446,0.0,39.417741,39.447751,1.030019,50.046382,b'Normal'
24.4,4.0,279002.0,24.0,23.0,b'ack',55.0,b'-------',5.0,8531.0,16091.0,885005.0,b'server1',b'Router',27.025904,27.025904,27.035907,0.0,328.218006,18052.0,55.0,0.00844,0.0,27.025904,27.055914,1.030035,50.055377,b'Normal'
16.1,24.36,622894.0,23.0,24.0,b'cbr',1000.0,b'-------',37.0,5322.0,6250.0,6250000.0,b'Router',b'server1',67.59664,67.5972,67.60728,0.00056,124.941827,124942.0,1000.0,0.059605,0.00104,67.576,67.60728,25.0,75.02328,b'Normal'
9.0,24.9,564674.0,21.0,23.0,b'tcp',1540.0,b'-------',10.0,15737.0,16085.0,24770900.0,b'Switch1',b'Router',48.950064,48.950064,48.960187,0.0,328.063862,505218.0,1540.0,0.236234,0.000184,48.939941,48.970495,1.0,50.030088,b'Normal'
4.0,24.4,79342.0,21.0,23.0,b'tcp',1540.0,b'-------',5.0,2472.0,16091.0,24780100.0,b'Switch1',b'Router',8.690611,8.690611,8.700734,0.0,328.217832,505455.0,1540.0,0.236321,0.0,8.680488,8.710858,1.0,50.025368,b'Normal'
3.0,24.3,121819.0,23.0,24.0,b'tcp',1540.0,b'-------',4.0,3805.0,16091.0,24780100.0,b'Router',b'server1',12.706336,12.706336,12.716459,0.0,328.240918,505490.0,1540.0,0.236321,0.0,12.68609,12.716459,1.0,50.02192,b'Normal'
11.0,24.11,433480.0,22.0,23.0,b'tcp',1540.0,b'-------',12.0,12443.0,16103.0,24798600.0,b'Switch2',b'Router',38.889463,38.889463,38.899586,0.0,328.522879,505925.0,1540.0,0.236498,0.0,38.879339,38.909709,1.0,50.016373,b'Normal'
12.1,24.32,583793.0,22.0,23.0,b'cbr',1000.0,b'-------',33.0,3380.0,6250.0,6250000.0,b'Switch2',b'Router',52.05008,52.05024,52.06032,0.00016,124.943426,124943.0,1000.0,0.059605,0.0004,52.04,52.07064,25.0,75.02264,b'Normal'
4.0,24.4,462754.0,21.0,23.0,b'tcp',1540.0,b'-------',5.0,13174.0,16091.0,24780100.0,b'Switch1',b'Router',41.134008,41.134008,41.144131,0.0,328.217832,505455.0,1540.0,0.236321,0.0,41.123885,41.154255,1.0,50.025368,b'Normal'
24.9,9.0,271306.0,24.0,23.0,b'ack',55.0,b'-------',10.0,8333.0,16085.0,884675.0,b'server1',b'Router',26.437789,26.437789,26.447792,0.0,328.064183,18043.5,55.0,0.008437,0.0,26.437789,26.467798,1.030058,50.060098,b'Normal'
24.1,1.0,419373.0,24.0,23.0,b'ack',55.0,b'-------',2.0,12077.0,16091.0,885005.0,b'server1',b'Router',37.79741,37.79741,37.807413,0.0,328.297902,18056.4,55.0,0.00844,0.0,37.79741,37.827419,1.030016,50.043427,b'Normal'
9.0,24.9,39881.0,23.0,24.0,b'tcp',1540.0,b'-------',10.0,1243.0,16085.0,24770900.0,b'Router',b'server1',4.982973,4.982973,4.993096,0.0,328.063862,505218.0,1540.0,0.236234,0.0,4.962726,4.993096,1.0,50.030088,b'Normal'
14.0,24.14,415864.0,23.0,24.0,b'tcp',1540.0,b'-------',15.0,11998.0,16103.0,24798600.0,b'Router',b'server1',37.54813,37.54813,37.558253,0.0,328.431807,505785.0,1540.0,0.236498,0.0,37.527883,37.558253,1.0,50.029965,b'Normal'
13.1,24.33,592666.0,13.0,22.0,b'cbr',1000.0,b'-------',34.0,3821.0,6250.0,6250000.0,b'clien-13',b'Switch2',55.568,55.568,55.57808,0.0,124.943026,124943.0,1000.0,0.059605,0.00056,55.568,55.5988,25.0,75.0228,b'Normal'
11.0,24.11,343057.0,23.0,24.0,b'tcp',1540.0,b'-------',12.0,10165.0,16103.0,24798600.0,b'Router',b'server1',31.962379,31.962379,31.972502,0.0,328.522879,505925.0,1540.0,0.236498,0.0,31.942133,31.972502,1.0,50.016373,b'Normal'
9.0,24.9,325976.0,23.0,24.0,b'tcp',1540.0,b'-------',10.0,9725.0,16085.0,24770900.0,b'Router',b'server1',30.651374,30.651374,30.661497,0.0,328.063862,505218.0,1540.0,0.236234,0.0,30.631127,30.661497,1.0,50.030088,b'Normal'
7.0,24.7,96878.0,23.0,24.0,b'tcp',1540.0,b'-------',8.0,3024.0,16090.0,24778600.0,b'Router',b'server1',10.355366,10.355366,10.36549,0.0,328.167486,505378.0,1540.0,0.236307,0.0,10.33512,10.36549,1.0,50.029842,b'Normal'
24.8,8.0,563428.0,23.0,21.0,b'ack',55.0,b'-------',9.0,15694.0,16088.0,884840.0,b'Router',b'Switch1',48.854752,48.854752,48.864755,0.0,328.113525,18046.2,55.0,0.008438,0.0,48.844749,48.874758,1.030054,50.061864,b'Normal'
4.0,24.4,522341.0,4.0,21.0,b'tcp',1540.0,b'-------',5.0,14675.0,16091.0,24780100.0,b'clien-4',b'Switch1',45.694552,45.694552,45.704675,0.0,328.217832,505455.0,1540.0,0.236321,0.0,45.694552,45.724922,1.0,50.025368,b'Normal'
24.8,8.0,320017.0,21.0,8.0,b'ack',55.0,b'-------',9.0,9563.0,16088.0,884840.0,b'Switch1',b'clien-8',30.192534,30.192534,30.202538,0.0,328.113525,18046.2,55.0,0.008438,0.0,30.172528,30.202538,1.030054,50.061864,b'Normal'
24.9,9.0,204343.0,21.0,9.0,b'ack',55.0,b'-------',10.0,6365.0,16085.0,884675.0,b'Switch1',b'clien-9',20.471599,20.471599,20.481603,0.0,328.064183,18043.5,55.0,0.008437,0.0,20.451593,20.481603,1.030058,50.060098,b'Normal'
8.2,24.5,34377.0,21.0,23.0,b'cbr',1500.0,b'-------',29.0,1318.0,9108.0,13662000.0,b'switch1',b'router',33.047171,33.065188,33.075308,0.018017,1016.516723,1524780.0,1500.0,0.130291,0.101165,33.036571,33.137736,1.0,9.96001,b'UDP-Flood'
8.0,24.8,559446.0,23.0,24.0,b'tcp',1540.0,b'-------',9.0,15608.0,16088.0,24775500.0,b'Router',b'server1',48.559304,48.559424,48.569547,0.00012,328.11323,505294.0,1540.0,0.236278,0.00012,48.539058,48.569547,1.0,50.031854,b'Normal'
4.0,24.4,281414.0,23.0,24.0,b'tcp',1540.0,b'-------',5.0,8607.0,16091.0,24780100.0,b'Router',b'server1',27.232202,27.233618,27.243741,0.001416,328.217832,505455.0,1540.0,0.236321,0.0016,27.211771,27.243741,1.0,50.025368,b'Normal'
24.5,5.0,40613.0,23.0,21.0,b'ack',55.0,b'-------',6.0,1260.0,16091.0,885005.0,b'Router',b'Switch1',5.042658,5.042658,5.052661,0.0,328.204851,18051.3,55.0,0.00844,0.0,5.032654,5.062664,1.030042,50.057349,b'Normal'
9.1,24.29,334335.0,9.0,21.0,b'cbr',1000.0,b'-------',30.0,784.0,6250.0,6250000.0,b'clien-9',b'Switch1',31.272,31.272,31.28208,0.0,124.940828,124941.0,1000.0,0.059605,0.001513,31.272,31.303753,25.0,75.02368,b'Normal'
11.0,24.11,515566.0,23.0,24.0,b'tcp',1540.0,b'-------',12.0,14521.0,16103.0,24798600.0,b'Router',b'server1',45.19573,45.19573,45.205853,0.0,328.522879,505925.0,1540.0,0.236498,0.0,45.175483,45.205853,1.0,50.016373,b'Normal'
